analisis_gramatical,traduccion_literal,palabra,transliteracion
"{'otras_informaciones': 'Participio presente activo plural de ἀγανακτέω (aganakteo). Describe una acción en progreso,  expresando enojo o indignación.  La forma  -ontes indica un participio activo presente que funciona como adjetivo, modificando un sustantivo implícito o explícito en la oración.', 'caso': 'N/A', 'modo': 'participio', 'genero': 'N/A', 'clase_de_palabra': 'verbo', 'raiz': 'aganakteo', 'voz': 'activa', 'numero': 'plural', 'tiempo': 'presente'}","enojados, indignados",αγανακτουντες,aganaktountes
"Raíz: ἀγανακτέω (aganaktέō)
Clase de palabra: Verbo
Tiempo: participio presente
Voz: activa
Modo: - 
Caso: nominativo
Género: masculino
Número: singular","enojado, irritado",αγανακτων,aganakton
"{'observaciones': 'La forma ""agapā"" es la primera persona singular del presente activo indicativo del verbo agapaō.  En el Nuevo Testamento, a menudo expresa un amor profundo y desinteresado, a menudo traducido como \'amar\' en lugar de \'querer\', aunque la gama semántica es más amplia que simplemente \'amar\' en español.  La forma  -ā indica la terminación de primera persona singular presente activo indicativo de verbos en -aō. La ausencia de un artículo definido antes de la palabra dependerá del contexto de la frase.', 'caso': 'No aplica (verbos no tienen caso)', 'modo': 'indicativo', 'genero': 'No aplica (verbos no tienen género)', 'clase_de_palabra': 'verbo', 'raiz': 'agapaō', 'voz': 'activa', 'numero': 'singular', 'tiempo': 'presente'}","amar, querer",αγαπα,agapā
"Raíz: αγαπάω (agapaō, amar). Clase de palabra: Sustantivo. Caso: Nominativo. Género: Femenino. Número: Plural.  No tiene tiempo, voz o modo, ya que es un sustantivo.",amores,αγαπαις,agapais
"{'modo': 'indicativo', 'clase_de_palabra': 'verbo', 'raiz': 'agape', 'voz': 'activa', 'numero': 'plural', 'persona': '3a', 'tiempo': 'presente'}","amar, tener afecto",αγαπαν,agapan
"{'observaciones': ""Forma de segunda persona del singular del presente indicativo activo del verbo agapaō.  El verbo agapaō en el Nuevo Testamento  usualmente connota un amor incondicional, caritativo, desinteresado y sacrificial; diferente del amor erótico (eros) o del amor basado en afecto familiar (storge). La terminación '-as' indica la conjugación en segunda persona singular del presente indicativo activo."", 'caso': 'N/A', 'modo': 'indicativo', 'genero': 'N/A', 'clase_de_palabra': 'verbo', 'raiz': 'agapaō', 'voz': 'activa', 'numero': 'singular', 'persona': '2', 'tiempo': 'presente'}",amas,αγαπας,agapas
"{'persona': '2', 'modo': 'imperativo', 'raiz': 'agape', 'voz': 'activa', 'numero': 'plural', 'clase_palabra': 'verbo', 'tiempo': 'presente'}",amad,αγαπατε,agapate
"{'observaciones': ""Verbo en presente activo indicativo, usado para expresar amor incondicional y afección profunda, diferente del 'phileo' que implica más cariño o amistad."", 'modo': 'indicativo', 'clase_de_palabra': 'verbo', 'género': 'No aplica (verbos)', 'voz': 'activa', 'raiz': 'agape', 'numero': 'variable (singular, plural)', 'persona': 'variable (1ª, 2ª, 3ª)', 'tiempo': 'presente'}","amo, quiero",αγαπατω,agapō
"Raíz: agapaō (ἀγαπάω, verbo que significa 'amar').
Clase de palabra: Sustantivo.
Caso: Nominativo.
Género: Femenino.
Número: Singular.
Tiempo: N/A (sustantivo, no verbo).
Voz: N/A (sustantivo, no verbo).
Modo: N/A (sustantivo, no verbo).
Otra información relevante:  La palabra αγάπη (agapē) en el griego del Nuevo Testamento representa un tipo de amor que trasciende el afecto familiar o romántico (philia o eros). Se caracteriza por la benevolencia, el sacrificio y la lealtad incondicionales, a menudo asociado con el amor de Dios por la humanidad y el amor que los cristianos deben tener unos por otros. Es un concepto teológico clave en el cristianismo.  La forma sustantiva es una nominalización del verbo, representando el concepto abstracto del 'amor' mismo.","amor, caridad",αγαπη,agapē
"{'observaciones': 'Forma del futuro pasivo, tercera persona singular, del verbo agapaō (amar).  La terminación -thēsetai indica el futuro pasivo. El verbo expresa acción pasiva, es decir, que se recibe el amor.  Es un verbo en tiempo futuro, indicando que la acción de ser amado ocurrirá en un tiempo posterior al momento del habla.', 'caso': 'N/A', 'modo': 'indicativo', 'genero': 'N/A', 'clase_de_palabra': 'verbo', 'raiz': 'agapaō', 'voz': 'pasiva', 'numero': 'singular', 'persona': 'tercera', 'tiempo': 'futuro'}",será amado,αγαπηθησεται,agapēthēsetai
"{'observaciones': ""Forma acusativa singular femenina del sustantivo 'agapē', que describe el objeto directo de una acción o sentimiento.  Su uso frecuente en el Nuevo Testamento enfatiza la naturaleza sacrificial y desinteresada del amor cristiano, a diferencia de la 'philia' que se refiere a un amor más fraterno.  Su forma singular, en este contexto, no necesariamente implica un solo objeto de amor, sino que puede referirse a una calidad o disposición general hacia el amor."", 'caso': 'acusativo', 'modo': 'ninguno', 'genero': 'femenino', 'clase_de_palabra': 'sustantivo', 'raiz': 'agapaō', 'voz': 'ninguna', 'numero': 'singular', 'tiempo': 'ninguno'}",amor,αγαπην,agapēn
"{'observaciones': 'Forma genitiva singular femenina del sustantivo ""agapē"", que significa \'amor\', especialmente el amor incondicional y desinteresado de Dios y de los cristianos.  Su uso en el genitivo puede indicar pertenencia, origen, o una relación más amplia. El contexto de la frase es crucial para determinar la función exacta del genitivo.', 'caso': 'genitivo', 'modo': 'ninguno', 'genero': 'femenino', 'clase_de_palabra': 'sustantivo', 'raiz': 'agapaō', 'voz': 'ninguna', 'numero': 'singular', 'tiempo': 'ninguno'}",amor,αγαπης,agapēs
"{'caso': 'genitivo', 'modo': 'participio', 'genero': 'masculino', 'clase_de_palabra': 'verbo', 'raiz': 'agapaō', 'voz': 'activa', 'numero': 'singular', 'tiempo': 'aoristo'}",habiendo amado,αγαπησαντος,agapēsantos
"Raíz: agapaō (ἀγαπάω) 
Clase de palabra: Verbo
Tiempo: Aoristo
Voz: Activa
Modo: Participio
Caso: Acusativo
Género: Masculino
Número: Singular",habiendo amado,αγαπησας,agapēsas
"{'observaciones': 'Forma del verbo αγαπαω (agapaō, amar) en segunda persona del plural, perfecto indicativo pasivo.  Indica una acción de amar completada en el pasado y cuyo efecto persiste en el momento del habla.  La pasiva en este contexto puede indicar que el amor ha sido experimentado, recibido o que el sujeto ha sido objeto del amor de alguien. El sufijo -σατε (-sate) es característico de la segunda persona del plural, perfecto indicativo pasivo en verbos de la segunda conjugación.', 'caso': 'No aplica (verbo)', 'modo': 'indicativo', 'genero': 'No aplica (verbo)', 'clase_de_palabra': 'verbo', 'raiz': 'agapaō', 'voz': 'pasiva', 'numero': 'plural', 'tiempo': 'perfecto'}",habéis amado,αγαπησατε,agapēsate
"{'modo': 'indicativo', 'clase_de_palabra': 'verbo', 'raiz': 'agapaō', 'voz': 'activa', 'numero': 'singular', 'persona': 'tercera', 'tiempo': 'futuro'}",amará,αγαπησει,agapēsei
"{'modo': 'indicativo', 'clase_de_palabra': 'verbo', 'raiz': 'agapaō', 'voz': 'activa', 'numero': 'singular', 'persona': 'segunda', 'tiempo': 'futuro'}",amarás,αγαπησεις,agapēseis
"{'observaciones': ""Forma verbal del verbo αγαπαω (agapaō), que significa 'amar'.  El sufijo '-sete' indica segunda persona del plural, futuro, activo e indicativo."", 'caso': 'N/A', 'modo': 'indicativo', 'genero': 'N/A', 'clase_de_palabra': 'verbo', 'raiz': 'agapaō', 'voz': 'activa', 'numero': 'plural', 'persona': 'segunda', 'tiempo': 'futuro'}",amaréis,αγαπησητε,agapēsete
"{'modo': 'indicativo', 'clase_de_palabra': 'verbo', 'raiz': 'agapaō', 'voz': 'activa', 'numero': 'singular', 'persona': 'primera', 'tiempo': 'futuro'}",amaré,αγαπησω,agapēsō
"Raíz: αγαπάω (agapaō, amar). Clase de palabra: adjetivo. Caso: vocativo. Género: masculino o femenino plural (concordando con el sustantivo al que modifica, usualmente omitido). Número: plural. Tiempo: N/A (adjetivo, no verbo). Voz: N/A (adjetivo, no verbo). Modo: N/A (adjetivo, no verbo).  Información adicional: Forma adjetiva del verbo αγαπάω, mostrando afecto o cariño.  El vocativo indica una llamada directa o una forma de dirigirse a los destinatarios.","amados, queridos",αγαπητα,agapēta
"Raíz: αγαπάω (agapaō, amar). Clase de palabra: adjetivo. Caso: vocativo. Género: femenino. Número: singular.  Declinación:  adjetivo de primera y segunda declinación.  No tiene tiempo, voz o modo, ya que es un adjetivo, no un verbo.",amada,αγαπητε,agapēte
"{'observaciones': ""Forma femenina singular del adjetivo 'agapetos', participio perfecto pasivo de 'agapao' (amar).  Se usa como adjetivo de relación, indicando algo o alguien amado."", 'caso': 'acusativo', 'modo': 'ninguno', 'genero': 'femenino', 'clase_de_palabra': 'adjetivo', 'raiz': 'agapao', 'voz': 'ninguna', 'numero': 'singular', 'tiempo': 'ninguno'}",amada,αγαπητην,agapēten
"{'observaciones': ""Forma vocativa del adjetivo αγαπητος (agapētos), participio del verbo αγαπαω (agapaō), que significa 'amar'.  El vocativo se utiliza para dirigir la palabra directamente a la persona u objeto amado. La forma plural indica que se está dirigiendo a un grupo de personas."", 'caso': 'vocativo', 'modo': 'ninguno', 'genero': 'masculino y femenino', 'clase_de_palabra': 'adjetivo', 'raiz': 'agape', 'voz': 'ninguna', 'numero': 'plural', 'tiempo': 'ninguno'}",amados,αγαπητοι,agapētoi
"{'observaciones': ""Forma plural del adjetivo 'agapētos', participio presente pasivo de 'agapao' (amar). El dativo indica la indirección o el destino de la acción. Se usa para expresar el destinatario del afecto o la acción descrita en la oración."", 'caso': 'dativo', 'modo': 'ninguno (adjetivo)', 'genero': 'masculino, femenino y neutro', 'clase_de_palabra': 'adjetivo', 'raiz': 'agape', 'voz': 'ninguna (adjetivo)', 'numero': 'plural', 'tiempo': 'ninguno (adjetivo)'}",amados,αγαπητοις,agapētois
"{'observaciones': ""Participio perfecto pasivo de agapao.  El sufijo '-ton' indica neutro singular nominativo.  Señala una cualidad o estado del sustantivo al que modifica, es decir, que es amado o objeto de amor."", 'caso': 'nominativo', 'modo': 'ninguno', 'genero': 'neutro', 'clase_de_palabra': 'adjetivo', 'raiz': 'agape', 'voz': 'ninguna', 'numero': 'singular', 'tiempo': 'ninguno'}",amado,αγαπητον,agapēton
"Raíz: agapaō (ἀγαπάω, amar). Clase de palabra: adjetivo. Caso: nominativo o vocativo (dependiendo del contexto). Género: masculino, femenino o neutro (concuerda con el sustantivo al que modifica). Número: singular. Tiempo: No aplica (es un adjetivo, no un verbo). Voz: No aplica. Modo: No aplica.  Información adicional: Es un adjetivo participial, formado a partir del verbo agapaō.  A menudo expresa una relación de afecto o favoritismo. La terminación '-tos' indica el nominativo singular masculino.  Si el sustantivo modificado es femenino, la forma sería 'agapētē' (ἀγαπητή) y si es neutro 'agapēton' (ἀγαπητόν).",amado,αγαπητος,agapētos
"Raíz: αγαπαω (agapaō, amar). Clase de palabra: Adjetivo. Caso: Genitivo. Género: Masculino. Número: Singular.  Declinación: Adjetivo de la primera y segunda declinación.  El genitivo singular masculino de  αγαπητος (agapētos, amado).  Indica posesión o relación, en este caso, describe a alguien como 'amado' o perteneciente a alguien que ama.",amado,αγαπητου,agapētou
"Raíz: agapaō (ἀγαπάω, amar). Clase de palabra: adjetivo. Caso: vocativo. Género: masculino singular. Número: singular. Tiempo: no aplica (adjetivo). Voz: activa (aunque es un adjetivo derivado de un verbo, conserva una connotación activa de afecto). Modo: no aplica (adjetivo).  Otras observaciones:  Forma vocativa del adjetivo  ἀγαπητός (agapētos), que significa 'amado'. El vocativo se usa para llamar o dirigirse a alguien.  La forma en vocativo enfatiza la relación afectiva del hablante hacia la persona a la que se dirige.",amado,αγαπητω,agapēto
"{'modo': 'indicativo', 'clase_de_palabra': 'verbo', 'género': 'no aplica a verbos', 'voz': 'activa', 'raiz': 'agape', 'numero': 'singular', 'persona': 'primera o tercera singular', 'tiempo': 'presente'}","amo, quiero",αγαπω,agapō
"Raíz: αγαπαω (agapaō) - amar
Clase de palabra: Verbo
Tiempo: Presente
Voz: Pasiva
Modo: Indicativo
Persona: 1
Número: Singular
Género: No aplica (verbo)
Caso: No aplica (verbo)",soy amado,αγαπωμαι,agapōmai
"{'caso': 'no aplica', 'modo': 'subjuntivo', 'genero': 'no aplica', 'clase_de_palabra': 'verbo', 'raiz': 'agapaō', 'voz': 'activa', 'numero': 'plural', 'tiempo': 'presente'}",amemos,αγαπωμεν,agapōmen
"Raíz: αγαπαω (agapaō) 
Clase de palabra: Verbo
Tiempo: Presente
Aspecto: Continuo (Imperfecto)
Voz: Activa
Modo: Participio
Caso: Acusativo
Género: Masculino
Número: Singular

El participio presente activo 'αγαπών' describe una acción en progreso.  Su función sintáctica depende del contexto de la oración en la que aparezca; puede funcionar como adjetivo, adverbio o parte de una construcción absoluta, entre otras posibilidades.  El caso acusativo indica que el participio es el objeto directo o forma parte de una construcción donde desempeña ese rol.  El género, número y tiempo se especifican según la concordancia con el sustantivo al que modifica o con el sujeto de la frase.",amando,αγαπων,agapōn
